Institute,Program,Quota,Seat,Gender,Note,Code,Opening Rank (int),Closing Rank (int)
University School of Automation & Robotics,B.Tech./M. Tech. (DD) (Al- ML),OS,SC,Gender-Neutral,,SCNOOS,232204,288449
University School of Automation & Robotics,B.Tech./M. Tech. (DD) (Al- ML),OS,ST,Gender-Neutral,,STNOOS,379878,642532
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),HS,OBC-NCL,Gender-Neutral,Defence,BCDFHS,385838,404040
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),HS,OBC-NCL,Gender-Neutral,,BCNOHS,221076,221076
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),HS,EWS,Gender-Neutral,,EWNOHS,207986,254967
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),HS,OPEN,Gender-Neutral,Defence,OPDFHS,296437,296437
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),HS,OPEN,Gender-Neutral,,OPNOHS,88310,207300
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),HS,SC,Gender-Neutral,,SCNOHS,715422,1337210
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),OS,EWS,Gender-Neutral,,EWNOOS,97636,99343
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),OS,OPEN,Gender-Neutral,Defence,OPDFOS,1023278,1023278
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),OS,OPEN,Gender-Neutral,,OPNOOS,54262,85427
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),OS,SC,Gender-Neutral,,SCNOOS,292505,332518
University School of Automation & 117}Robotics,B.Tech./M. Tech. (DD) (AR),OS,ST,Gender-Neutral,,STNOOS,679283,679283
University School of Automation & Robotics,"B.Tech./M. Tech, (DD) (HOT)",HS,OBC-NCL,Gender-Neutral,Defence,BCDFHS,947354,952139
University School of Automation & Robotics,"B.Tech./M. Tech, (DD) (HOT)",HS,OBC-NCL,Gender-Neutral,,BCNOHS,272758,272758
University School of Automation & Robotics,"B.Tech./M. Tech, (DD) (HOT)",HS,EWS,Gender-Neutral,,EWNOHS,205788,205788
University School of Automation & Robotics,"B.Tech./M. Tech, (DD) (HOT)",HS,OPEN,Gender-Neutral,Defence,OPDFHS,281876,281876
University School of Automation & Robotics,"B.Tech./M. Tech, (DD) (HOT)",HS,OPEN,Gender-Neutral,,OPNOHS,124403,203772
University School of Automation & Robotics,"B.Tech./M. Tech, (DD) (HOT)",HS,SC,Gender-Neutral,,SCNOHS,741743,1282178
University School of Automation & Robotics,"B.Tech./M. Tech, (DD) (HOT)",OS,EWS,Gender-Neutral,,EWNOOS,97753,100823
University School of Automation & Robotics,"B.Tech./M. Tech, (DD) (HOT)",OS,OPEN,Gender-Neutral,Defence,OPDFOS,109032,109032
University School of Automation & Robotics,"B.Tech./M. Tech, (DD) (HOT)",OS,OPEN,Gender-Neutral,,OPNOOS,74987,91639
University School of Automation & Robotics,"B.Tech./M. Tech, (DD) (HOT)",OS,SC,Gender-Neutral,,SCNOOS,246839,351963
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech. (Energy),HS,OBC-NCL,Gender-Neutral,,BCNOHS,407816,599324
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech. (Energy),HS,EWS,Gender-Neutral,,EWNOHS,397119,563194
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech. (Energy),HS,OPEN,Gender-Neutral,Defence,OPDFHS,828283,828283
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech. (Energy),HS,OPEN,Gender-Neutral,,OPNOHS,192420,373904
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech. (Energy),HS,SC,Gender-Neutral,,SCNOHS,785626,1418401
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech. (Energy),OS,EWS,Gender-Neutral,,EWNOOS,154998,154998
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech. (Energy),OS,OPEN,Gender-Neutral,,OPNOOS,77926,143287
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech. (Energy),OS,SC,Gender-Neutral,,SCNOOS,407438,407438
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech. (Energy),OS,ST,Gender-Neutral,,STNOOS,1129690,1129690
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",AI,OPEN,Gender-Neutral,Kashmiri Migrant,NOKMAI,465748,465748
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",HS,OBC-NCL,Gender-Neutral,,BCNOHS,412662,588689
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",HS,EWS,Gender-Neutral,,EWNOHS,394970,543253
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",HS,OPEN,Gender-Neutral,Defence,OPDFHS,507252,507252
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",HS,OPEN,Gender-Neutral,,OPNOHS,117814,388718
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",HS,SC,Gender-Neutral,,SCNOHS,683130,1386120
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",OS,EWS,Gender-Neutral,,EWNOOS,163058,166435
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",OS,OPEN,Gender-Neutral,Defence,OPDFOS,202401,202401
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",OS,OPEN,Gender-Neutral,,OPNOOS,111242,159799
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",OS,SC,Gender-Neutral,,SCNOOS,420534,464036
"University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078","B. Tech./M. Tech, (Dual Degree in Chemical Engineering",OS,ST,Gender-Neutral,,STNOOS,962470,962470
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",HS,OBC-NCL,Gender-Neutral,Defence,BCDFHS,216382,256664
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",HS,OBC-NCL,Gender-Neutral,,BCNOHS,86440,86440
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",HS,EWS,Gender-Neutral,,EWNOHS,58536,107264
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",HS,OPEN,Gender-Neutral,Defence,OPDFHS,193104,193104
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",HS,OPEN,Gender-Neutral,,OPNOHS,6566,51798
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",HS,OPEN (PwD),Gender-Neutral,,OPPHHS,115948,438569
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",HS,SC,Gender-Neutral,Defence,SCDFHS,839253,839253
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",HS,SC,Gender-Neutral,,SCNOHS,203284,203284
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",HS,ST,Gender-Neutral,,STNOHS,363917,368658
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",OS,EWS,Gender-Neutral,,EWNOOS,38343,38343
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",OS,OPEN,Gender-Neutral,Defence,OPDFOS,209305,209305
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",OS,OPEN,Gender-Neutral,,OPNOOS,12955,35838
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",OS,OPEN (PwD),Gender-Neutral,,OPPHOS,406907,406907
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",OS,SC,Gender-Neutral,,SCNOOS,138700,174270
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078","8B, Tech./M. Tech.(DD) (CSE)",OS,ST,Gender-Neutral,,STNOOS,211092,244454
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",HS,OBC-NCL,Gender-Neutral,Defence,BCDFHS,365292,365292
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",HS,OBC-NCL,Gender-Neutral,,BCNOHS,178301,243444
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",HS,EWS,Gender-Neutral,,EWNOHS,129987,129987
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",HS,OPEN,Gender-Neutral,Defence,OPDFHS,119439,119439
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",HS,OPEN,Gender-Neutral,,OPNOHS,38907,73324
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",HS,OPEN (PwD),Gender-Neutral,,OPPHHS,763964,850842
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",HS,SC,Gender-Neutral,,SCNOHS,341791,643892
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",OS,EWS,Gender-Neutral,,EWNOOS,60796,61786
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",OS,OPEN,Gender-Neutral,Defence,OPDFOS,1105726,1105726
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",OS,OPEN,Gender-Neutral,,OPNOOS,43143,43143
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",OS,OPEN (PwD),Gender-Neutral,,OPPHOS,786581,786581
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",OS,SC,Gender-Neutral,,SCNOOS,210688,227484
"University School of Information & Communication Technology, Sector 16 C, Owarka, New Delhi - 110078","B. Tech,/M. Tech.(DD) (ECE)",OS,ST,Gender-Neutral,,STNOOS,361005,361005
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),HS,OBC-NCL,Gender-Neutral,Defence,BCDFHS,344946,344946
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),HS,OBC-NCL,Gender-Neutral,,BCNOHS,178779,204614
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),HS,EWS,Gender-Neutral,,EWNOHS,111358,121185
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),HS,OPEN,Gender-Neutral,Defence,OPDFHS,100165,108653
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),HS,OPEN,Gender-Neutral,,OPNOHS,55582,61607
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),HS,OPEN (PwD),Gender-Neutral,,OPPHHS,495124,768873
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),HS,SC,Gender-Neutral,Defence,SCDFHS,944192,944192
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),HS,SC,Gender-Neutral,,SCNOHS,376644,491890
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),OS,EWS,Gender-Neutral,,EWNOOS,51337,51867
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),OS,OPEN,Gender-Neutral,Defence,OPDFOS,371343,371343
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),OS,OPEN,Gender-Neutral,,OPNOOS,38047,45706
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),OS,OPEN (PwD),Gender-Neutral,,OPPHOS,586783,586783
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),OS,SC,Gender-Neutral,,SCNOOS,193120,210284
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech./M. Tech.(DD) (IT),OS,ST,Gender-Neutral,,STNOOS,409016,409016
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),AI,OPEN,Gender-Neutral,Kashmiri Migrant,NOKMAI,50235,50235
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),HS,OBC-NCL,Gender-Neutral,Defence,BCDFHS,320912,320912
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),HS,OBC-NCL,Gender-Neutral,,BCNOHS,61565,155297
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),HS,EWS,Gender-Neutral,,EWNOHS,72059,72059
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),HS,OPEN,Gender-Neutral,Defence,OPDFHS,71091,71091
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),HS,OPEN,Gender-Neutral,,OPNOHS,31036,45729
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),HS,OPEN (PwD),Gender-Neutral,,OPPHHS,337522,337522
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),HS,SC,Gender-Neutral,,SCNOHS,134006,311622
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),HS,ST,Gender-Neutral,,STNOHS,735123,1019537
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),OS,EWS,Gender-Neutral,,EWNOOS,43214,43214
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),OS,OPEN,Gender-Neutral,,OPNOOS,16413,37487
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),OS,SC,Gender-Neutral,,SCNOOS,142092,142092
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",B. Tech/M. Tech.(DD) (CSE- Al),OS,ST,Gender-Neutral,,STNOOS,330521,330521
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),HS,OBC-NCL,Gender-Neutral,Defence,BCDFHS,337216,337216
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),HS,OBC-NCL,Gender-Neutral,,BCNOHS,164992,189736
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),HS,EWS,Gender-Neutral,,EWNOHS,76139,110576
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),HS,OPEN,Gender-Neutral,Defence,OPDFHS,99528,99528
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),HS,OPEN,Gender-Neutral,,OPNOHS,48858,55844
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),HS,OPEN (PwD),Gender-Neutral,,OPPHHS,471856,471856
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),HS,SC,Gender-Neutral,,SCNOHS,326421,408849
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),OS,EWS,Gender-Neutral,,EWNOOS,44290,44290
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),OS,OPEN,Gender-Neutral,,OPNOOS,37840,42737
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),OS,SC,Gender-Neutral,,SCNOOS,179319,179319
"University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078",8. Tech/M. Tech.(DD) (CSE- Ds),OS,ST,Gender-Neutral,,STNOOS,334881,334881
"Institute. ——~*(| Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034 _",Course Artificial Intelligence & Data Science,HS,OPEN,Gender-Neutral,Defence,OPDFHS,483932,653799
"Institute. ——~*(| Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034 _",Course Artificial Intelligence & Data Science,HS,OPEN,Gender-Neutral,,OPNOHS,91961,281411
"Institute. ——~*(| Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034 _",Course Artificial Intelligence & Data Science,HS,SC,Gender-Neutral,,SCNOHS,621257,1276932
"Institute. ——~*(| Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034 _",Course Artificial Intelligence & Data Science,OS,OPEN,Gender-Neutral,Defence,OPDFOS,140177,140177
"Institute. ——~*(| Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034 _",Course Artificial Intelligence & Data Science,OS,OPEN,Gender-Neutral,,OPNOOS,94880,130061
"Institute. ——~*(| Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034 _",Course Artificial Intelligence & Data Science,OS,SC,Gender-Neutral,,SCNOOS,351613,487127
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Artificial Intelligence & Machine Learnin,HS,OPEN,Gender-Neutral,Defence,OPDFHS,355694,669525
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Artificial Intelligence & Machine Learnin,HS,OPEN,Gender-Neutral,,OPNOHS,187109,290309
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Artificial Intelligence & Machine Learnin,HS,SC,Gender-Neutral,,SCNOHS,541607,1445680
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Artificial Intelligence & Machine Learnin,OS,OPEN,Gender-Neutral,Defence,OPDFOS,189368,189368
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Artificial Intelligence & Machine Learnin,OS,OPEN,Gender-Neutral,,OPNOOS,106550,134040
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Artificial Intelligence & Machine Learnin,OS,SC,Gender-Neutral,,SCNOOS,454534,607525
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",B. Tech. (Computer Science & Applied Mathematics),HS,OPEN,Gender-Neutral,Defence,OPDFHS,471012,808129
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",B. Tech. (Computer Science & Applied Mathematics),HS,OPEN,Gender-Neutral,,OPNOHS,207957,308071
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",B. Tech. (Computer Science & Applied Mathematics),HS,SC,Gender-Neutral,,SCNOHS,1158542,1259174
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",B. Tech. (Computer Science & Applied Mathematics),OS,OPEN,Gender-Neutral,Defence,OPDFOS,200809,200809
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",B. Tech. (Computer Science & Applied Mathematics),OS,OPEN,Gender-Neutral,,OPNOOS,111004,148360
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",B. Tech. (Computer Science & Applied Mathematics),OS,SC,Gender-Neutral,,SCNOOS,697214,703036
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Computer Science & [Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,341936,469550
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Computer Science & [Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,79209,230736
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Computer Science & [Engineering,HS,SC,Gender-Neutral,,SCNOHS,731996,1445093
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Computer Science & [Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,128861,128861
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Computer Science & [Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,62327,107324
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Computer Science & [Engineering,OS,SC,Gender-Neutral,Defence,SCDFOS,1337360,1337360
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Computer Science & [Engineering,OS,SC,Gender-Neutral,,SCNOOS,427815,475844
"Vivekananda Institute of Professional ‘Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Computer Science & [Engineering,OS,ST,Gender-Neutral,,STNOOS,924082,924082
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",CSE (Cyber Security),HS,OPEN,Gender-Neutral,Defence,OPDFHS,535354,559547
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",CSE (Cyber Security),HS,OPEN,Gender-Neutral,,OPNOHS,127345,273530
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",CSE (Cyber Security),HS,SC,Gender-Neutral,,SCNOHS,682777,1415746
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",CSE (Cyber Security),OS,OPEN,Gender-Neutral,,OPNOOS,83432,123527
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",CSE (Cyber Security),OS,SC,Gender-Neutral,,SCNOOS,464578,544423
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Electronics Engg.- VLSI [Design & Technology,HS,OPEN,Gender-Neutral,Defence,OPDFHS,641314,1198988
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Electronics Engg.- VLSI [Design & Technology,HS,OPEN,Gender-Neutral,,OPNOHS,223341,420571
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Electronics Engg.- VLSI [Design & Technology,OS,OPEN,Gender-Neutral,,OPNOOS,116806,169716
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034",Electronics Engg.- VLSI [Design & Technology,OS,SC,Gender-Neutral,,SCNOOS,744700,784369
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034 fAbbrevations Full [ORGHSS ere orci ve GS 8 fe 5 scpwo-HS DELHISCPWO SCORHS OC OBCHS E22 ALLS 5 Se EWS: FES ua nr LAREN.",Industrial Internet of [Things Form DEL GENERAL OS 53 DEH GENERAL DEFENCE: IELHISCOEFENCE [DEH Ope ate Rae] DELHI EWS,HS,OPEN,Gender-Neutral,Defence,OPDFHS,883644,951023
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034 fAbbrevations Full [ORGHSS ere orci ve GS 8 fe 5 scpwo-HS DELHISCPWO SCORHS OC OBCHS E22 ALLS 5 Se EWS: FES ua nr LAREN.",Industrial Internet of [Things Form DEL GENERAL OS 53 DEH GENERAL DEFENCE: IELHISCOEFENCE [DEH Ope ate Rae] DELHI EWS,HS,OPEN,Gender-Neutral,,OPNOHS,261859,382513
"Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034 fAbbrevations Full [ORGHSS ere orci ve GS 8 fe 5 scpwo-HS DELHISCPWO SCORHS OC OBCHS E22 ALLS 5 Se EWS: FES ua nr LAREN.",Industrial Internet of [Things Form DEL GENERAL OS 53 DEH GENERAL DEFENCE: IELHISCOEFENCE [DEH Ope ate Rae] DELHI EWS,OS,OPEN,Gender-Neutral,,OPNOOS,136599,157905
