Institute,Program,Quota,Seat,Gender,Note,Code,Opening Rank (int),Closing Rank (int)
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Electronics & Communication Engineering (Shift !),HS,OPEN,Gender-Neutral,Defence,OPDFHS,738499,900598
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Electronics & Communication Engineering (Shift !),HS,OPEN,Gender-Neutral,,OPNOHS,295268,431522
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Electronics & Communication Engineering (Shift !),OS,OPEN,Gender-Neutral,,OPNOOS,99215,154976
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Electronics & Communication Engineering (Shift !),OS,SC,Gender-Neutral,,SCNOOS,704364,759300
"Institute Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",[Course Electronics & Communication Engineering (Shift Il,HS,OPEN,Gender-Neutral,Defence,OPDFHS,1196044,1196044
"Institute Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",[Course Electronics & Communication Engineering (Shift Il,HS,OPEN,Gender-Neutral,,OPNOHS,314064,443939
"Institute Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",[Course Electronics & Communication Engineering (Shift Il,OS,OPEN,Gender-Neutral,Defence,OPDFOS,196866,196866
"Institute Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",[Course Electronics & Communication Engineering (Shift Il,OS,OPEN,Gender-Neutral,,OPNOOS,129000,163125
"Institute Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",[Course Electronics & Communication Engineering (Shift Il,OS,SC,Gender-Neutral,,SCNOOS,689740,771182
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Information Technology (Shift 1),HS,OPEN,Gender-Neutral,Defence,OPDFHS,579540,872542
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Information Technology (Shift 1),HS,OPEN,Gender-Neutral,,OPNOHS,192317,405657
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Information Technology (Shift 1),HS,SC,Gender-Neutral,,SCNOHS,867153,1183786
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Information Technology (Shift 1),OS,OPEN,Gender-Neutral,Defence,OPDFOS,171513,171513
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Information Technology (Shift 1),OS,OPEN,Gender-Neutral,,OPNOOS,127316,148171
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Information Technology (Shift 1),OS,SC,Gender-Neutral,,SCNOOS,504953,687674
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Information Technology (Shift 11},HS,OPEN,Gender-Neutral,Defence,OPDFHS,945117,1019755
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Information Technology (Shift 11},HS,OPEN,Gender-Neutral,,OPNOHS,354653,417130
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Information Technology (Shift 11},OS,OPEN,Gender-Neutral,,OPNOOS,119090,151404
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Information Technology (Shift 11},OS,SC,Gender-Neutral,,SCNOOS,749566,765458
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Mechanical Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,524952,524952
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Mechanical Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,308663,308663
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Mechanical Engineering,HS,SC,Gender-Neutral,,SCNOHS,949768,949768
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Mechanical Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,158342,171348
"Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053",Mechanical Engineering,OS,SC,Gender-Neutral,,SCNOOS,686748,686748
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",Artificial Intelligence & Data Science,HS,OPEN,Gender-Neutral,,OPNOHS,340574,1274533
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",Artificial Intelligence & Data Science,OS,OPEN,Gender-Neutral,,OPNOOS,225949,273386
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",Artificial Intelligence & Data Science,OS,SC,Gender-Neutral,,SCNOOS,605346,605346
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",B.Tech. (3D Modelling & Animation),OS,OPEN,Gender-Neutral,,OPNOOS,272158,289578
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",B.Tech. (Architecture & interior Decoration),HS,OPEN,Gender-Neutral,,OPNOHS,1215621,1215621
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",B.Tech. (Architecture & interior Decoration),OS,OPEN,Gender-Neutral,,OPNOOS,272522,291452
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",B.Tech. (Nanoscience & Technology),OS,OPEN,Gender-Neutral,,OPNOOS,270820,290715
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",B.Tech. (Robotics & Artificial Intelligence),HS,OPEN,Gender-Neutral,,OPNOHS,662099,1409354
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",B.Tech. (Robotics & Artificial Intelligence),OS,OPEN,Gender-Neutral,,OPNOOS,246615,270141
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",B.Tech. (Robotics & Artificial Intelligence),OS,SC,Gender-Neutral,,SCNOOS,1409784,1409784
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",B. Tech. CSE (OT) & CS including Blockchain Technology,HS,OPEN,Gender-Neutral,,OPNOHS,325262,1070864
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",B. Tech. CSE (OT) & CS including Blockchain Technology,OS,OPEN,Gender-Neutral,,OPNOOS,226519,271082
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority’",Computer Science & Engineering,AI,OPEN,Gender-Neutral,Jain Minority,NOJNAI,738480,738480
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority’",Computer Science & Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,403989,1414970
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority’",Computer Science & Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,308231,308231
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority’",Computer Science & Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,145154,258621
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority’",Computer Science & Engineering,OS,SC,Gender-Neutral,,SCNOOS,1177898,1419559
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",CSE (Cyber Security),HS,OPEN,Gender-Neutral,,OPNOHS,389458,1464383
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",CSE (Cyber Security),OS,OPEN,Gender-Neutral,,OPNOOS,260143,270750
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",CSE- AIML,AI,OPEN,Gender-Neutral,Jain Minority,NOJNAI,699127,1159445
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",CSE- AIML,HS,OPEN,Gender-Neutral,,OPNOHS,361521,1459433
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",CSE- AIML,OS,OPEN,Gender-Neutral,,OPNOOS,195943,254706
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",CSE- AIML,OS,SC,Gender-Neutral,,SCNOOS,858818,894742
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101, (Jain Minority",Electronics & Communication Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,492448,1277450
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101, (Jain Minority",Electronics & Communication Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,221582,248727
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",g :,HS,OPEN,Gender-Neutral,,OPNOHS,677961,1460192
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",g :,OS,OPEN,Gender-Neutral,,OPNOOS,231226,264180
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",Mechatronics,HS,OPEN,Gender-Neutral,,OPNOHS,713083,766408
"Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)",Mechatronics,OS,OPEN,Gender-Neutral,,OPNOOS,243598,282930
Institute Fairfield Institute of Management & Sees New Delhi - 110037,Course ie Machine Learning,HS,OPEN,Gender-Neutral,,OPNOHS,670434,670434
Institute Fairfield Institute of Management & Sees New Delhi - 110037,Course ie Machine Learning,OS,OPEN,Gender-Neutral,,OPNOOS,254241,254241
Institute Fairfield Institute of Management & Sees New Delhi - 110037,Course ie Machine Learning,OS,SC,Gender-Neutral,,SCNOOS,886548,886548
"Fairfield Institute of Management & Technology, Plot No, 1037/1, Kapashera, New Delhi - 110037",Computer Science & Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,677407,872394
"Fairfield Institute of Management & Technology, Plot No, 1037/1, Kapashera, New Delhi - 110037",Computer Science & Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,245254,624880
"Fairfield Institute of Management & Technology, Plot No, 1037/1, Kapashera, New Delhi - 110037",Computer Science & Engineering,HS,SC,Gender-Neutral,,SCNOHS,1017229,1017229
"Fairfield Institute of Management & Technology, Plot No, 1037/1, Kapashera, New Delhi - 110037",Computer Science & Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,227603,250247
"Fairfield Institute of Management & Technology, Plot No, 1037/1, Kapashera, New Delhi - 110037",Computer Science & Engineering,OS,SC,Gender-Neutral,,SCNOOS,766644,821225
Fairfield Institute of Management & New Delhi - 110037,Electronics & a Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,983938,983938
Fairfield Institute of Management & New Delhi - 110037,Electronics & a Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,266935,266935
"Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037",Information Technolo,HS,OPEN,Gender-Neutral,Defence,OPDFHS,901188,1016470
"Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037",Information Technolo,HS,OPEN,Gender-Neutral,,OPNOHS,414498,828630
"Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037",Information Technolo,OS,OPEN,Gender-Neutral,Defence,OPDFOS,277102,277102
"Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037",Information Technolo,OS,OPEN,Gender-Neutral,,OPNOOS,255072,260954
"Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037",Information Technolo,OS,SC,Gender-Neutral,,SCNOOS,1259628,1259628
Greater Noida Institute of Technolo,Artificial Intelligence & Machine Learning,HS,OPEN,Gender-Neutral,,OPNOHS,282136,1312632
Greater Noida Institute of Technolo,Artificial Intelligence & Machine Learning,OS,OPEN,Gender-Neutral,,OPNOOS,129898,218092
Greater Noida Institute of Technolo,Artificial Intelligence & Machine Learning,OS,SC,Gender-Neutral,,SCNOOS,855656,947602
Greater Noida Institute of Technology,Computer Science & Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,287956,1133110
Greater Noida Institute of Technology,Computer Science & Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,256821,256821
Greater Noida Institute of Technology,Computer Science & Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,93805,217947
Greater Noida Institute of Technology,Computer Science & Engineering,OS,SC,Gender-Neutral,,SCNOOS,554429,837764
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift |),AI,OPEN,Gender-Neutral,Kashmiri Migrant,NOKMAI,264392,264392
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift |),AI,OPEN,Gender-Neutral,Sikh Minority,NOSMAI,109006,109006
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift |),HS,OPEN,Gender-Neutral,Defence,OPDFHS,395978,397889
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift |),HS,OPEN,Gender-Neutral,,OPNOHS,169080,223597
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift |),HS,SC,Gender-Neutral,,SCNOHS,730429,1326228
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift |),OS,OPEN,Gender-Neutral,,OPNOOS,87486,94662
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift |),OS,SC,Gender-Neutral,,SCNOOS,338187,428095
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift I!),AI,OPEN,Gender-Neutral,Sikh Minority,NOSMAI,282937,1049530
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift I!),HS,OPEN,Gender-Neutral,Defence,OPDFHS,406879,406879
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift I!),HS,OPEN,Gender-Neutral,,OPNOHS,141880,230520
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift I!),HS,SC,Gender-Neutral,,SCNOHS,771927,799661
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Computer Science & Engineering (Shift I!),OS,OPEN,Gender-Neutral,,OPNOOS,94926,96509
"Guru Teg Bahadur Institute of Technology, sikh Minority Institute)",CSE- AIML,AI,OPEN,Gender-Neutral,Sikh Minority,NOSMAI,164156,615693
"Guru Teg Bahadur Institute of Technology, sikh Minority Institute)",CSE- AIML,HS,OPEN,Gender-Neutral,,OPNOHS,162240,213360
"Guru Teg Bahadur Institute of Technology, sikh Minority Institute)",CSE- AIML,HS,SC,Gender-Neutral,,SCNOHS,460429,1304047
"Guru Teg Bahadur Institute of Technology, sikh Minority Institute)",CSE- AIML,OS,OPEN,Gender-Neutral,,OPNOOS,97055,98499
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Electronics & |Communication Engineering,AI,OPEN,Gender-Neutral,Sikh Minority,NOSMAI,439028,1386907
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Electronics & |Communication Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,568549,568549
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Electronics & |Communication Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,266666,358743
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Electronics & |Communication Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,101427,115721
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Electronics & |Communication Engineering,OS,SC,Gender-Neutral,,SCNOOS,455066,455066
"Guru Teg Bahadur Institute of Technology, Sikh Minority Institute)",Information Technology Shift 1),AI,OPEN,Gender-Neutral,Sikh Minority,NOSMAI,379624,1459263
"Guru Teg Bahadur Institute of Technology, Sikh Minority Institute)",Information Technology Shift 1),HS,OPEN,Gender-Neutral,Defence,OPDFHS,462881,463596
"Guru Teg Bahadur Institute of Technology, Sikh Minority Institute)",Information Technology Shift 1),HS,OPEN,Gender-Neutral,,OPNOHS,223096,271460
"Guru Teg Bahadur Institute of Technology, Sikh Minority Institute)",Information Technology Shift 1),HS,SC,Gender-Neutral,,SCNOHS,1117114,1117114
"Guru Teg Bahadur Institute of Technology, Sikh Minority Institute)",Information Technology Shift 1),OS,OPEN,Gender-Neutral,,OPNOOS,99005,105637
"Guru Teg Bahadur Institute of Technology, Sikh Minority Institute)",Information Technology Shift 1),OS,SC,Gender-Neutral,,SCNOOS,457473,485868
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Information Technology (Shift tl),AI,OPEN,Gender-Neutral,Sikh Minority,NOSMAI,1070117,1394955
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Information Technology (Shift tl),HS,OPEN,Gender-Neutral,Defence,OPDFHS,516018,516018
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Information Technology (Shift tl),HS,OPEN,Gender-Neutral,,OPNOHS,271478,271478
"Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)",Information Technology (Shift tl),OS,OPEN,Gender-Neutral,,OPNOOS,107009,109158
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Computer Science & Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,407887,499970
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Computer Science & Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,190042,318341
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Computer Science & Engineering,HS,SC,Gender-Neutral,,SCNOHS,321365,1372630
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Computer Science & Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,134490,134490
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Computer Science & Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,87338,121312
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Computer Science & Engineering,OS,SC,Gender-Neutral,,SCNOOS,494773,611861
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Computer Science & Engineering,OS,ST,Gender-Neutral,,STNOOS,766272,766272
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE (Data Science),HS,OPEN,Gender-Neutral,Defence,OPDFHS,523143,523143
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE (Data Science),HS,OPEN,Gender-Neutral,,OPNOHS,188606,351308
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE (Data Science),HS,SC,Gender-Neutral,,SCNOHS,1194278,1309403
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE (Data Science),OS,OPEN,Gender-Neutral,,OPNOOS,114052,136306
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE (Data Science),OS,SC,Gender-Neutral,,SCNOOS,503870,612708
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE- AIML,AI,OPEN,Gender-Neutral,Kashmiri Migrant,NOKMAI,275822,275822
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE- AIML,HS,OPEN,Gender-Neutral,Defence,OPDFHS,528226,539514
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE- AIML,HS,OPEN,Gender-Neutral,,OPNOHS,173639,325106
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE- AIML,HS,SC,Gender-Neutral,,SCNOHS,835315,835315
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE- AIML,OS,OPEN,Gender-Neutral,,OPNOOS,84540,135246
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",CSE- AIML,OS,SC,Gender-Neutral,,SCNOOS,575844,608584
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Electronics & Communication Engineering,HS,OPEN,Gender-Neutral,Defence,OPDFHS,604732,669278
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Electronics & Communication Engineering,HS,OPEN,Gender-Neutral,,OPNOHS,262421,422062
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Electronics & Communication Engineering,HS,SC,Gender-Neutral,,SCNOHS,1202383,1202383
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Electronics & Communication Engineering,OS,OPEN,Gender-Neutral,Defence,OPDFOS,206356,206356
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Electronics & Communication Engineering,OS,OPEN,Gender-Neutral,,OPNOOS,145000,159170
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Electronics & Communication Engineering,OS,SC,Gender-Neutral,,SCNOOS,733424,733424
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Information Technology,HS,OPEN,Gender-Neutral,Defence,OPDFHS,529113,545600
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Information Technology,HS,OPEN,Gender-Neutral,,OPNOHS,310814,378320
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Information Technology,OS,OPEN,Gender-Neutral,,OPNOOS,137380,145654
"Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064",Information Technology,OS,SC,Gender-Neutral,,SCNOOS,657761,723556
Management,Data Science,HS,OPEN,Gender-Neutral,,OPNOHS,691709,691709
Management,Data Science,OS,OPEN,Gender-Neutral,,OPNOOS,208077,208077
Management,Data Science,OS,SC,Gender-Neutral,,SCNOOS,986760,986760
HMR Institute of Technology & Management,Artificial Intelligence & Machine Learning,HS,OPEN,Gender-Neutral,,OPNOHS,437696,789707
HMR Institute of Technology & Management,Artificial Intelligence & Machine Learning,OS,OPEN,Gender-Neutral,Defence,OPDFOS,262126,262126
HMR Institute of Technology & Management,Artificial Intelligence & Machine Learning,OS,OPEN,Gender-Neutral,,OPNOOS,162946,220494
HMR Institute of Technology & Management,Artificial Intelligence & Machine Learning,OS,SC,Gender-Neutral,,SCNOOS,1099319,1099319
en HMR Institute of Technology &,eee Computer Science & Engineering (Shift |),AI,OPEN,Gender-Neutral,Kashmiri Migrant,NOKMAI,433795,433795
en HMR Institute of Technology &,eee Computer Science & Engineering (Shift |),HS,OPEN,Gender-Neutral,Defence,OPDFHS,631745,631745
en HMR Institute of Technology &,eee Computer Science & Engineering (Shift |),HS,OPEN,Gender-Neutral,,OPNOHS,252843,494393
en HMR Institute of Technology &,eee Computer Science & Engineering (Shift |),OS,OPEN,Gender-Neutral,Defence,OPDFOS,246126,246126
en HMR Institute of Technology &,eee Computer Science & Engineering (Shift |),OS,OPEN,Gender-Neutral,,OPNOOS,84128,176201
en HMR Institute of Technology &,eee Computer Science & Engineering (Shift |),OS,SC,Gender-Neutral,,SCNOOS,604018,841367
Management HMR Institute of Technology & 72|Management,Computer Science & Engineering (Shift I!),HS,OPEN,Gender-Neutral,Defence,OPDFHS,649294,841692
Management HMR Institute of Technology & 72|Management,Computer Science & Engineering (Shift I!),HS,OPEN,Gender-Neutral,,OPNOHS,357782,550390
Management HMR Institute of Technology & 72|Management,Computer Science & Engineering (Shift I!),HS,SC,Gender-Neutral,,SCNOHS,952183,952183
Management HMR Institute of Technology & 72|Management,Computer Science & Engineering (Shift I!),OS,OPEN,Gender-Neutral,,OPNOOS,179386,188501
